run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v0_B_base_openrouter_20260914T202439651234,v0,v0+p233ec2cecfdf+teb3e2243f237,base,M04_correct_employee,True,wrong_arg_value,,lookup_user,lookup_user,True,True,True,
v0_B_base_openrouter_20260914T202439651234,v0,v0+p233ec2cecfdf+teb3e2243f237,base,M05_ticket_confirmation,True,wrong_boundary,extra_tool_call,clarify,create_ticket|clarify,False,False,False,extra tool call create_ticket
v0_B_base_openrouter_20260914T202439651234,v0,v0+p233ec2cecfdf+teb3e2243f237,base,M06_switch_tool,True,wrong_tool,,search_kb,search_kb,True,True,True,
v0_B_base_openrouter_20260914T202439651234,v0,v0+p233ec2cecfdf+teb3e2243f237,base,H15_compare_environments,False,wrong_tool,,check_service_status|check_service_status,check_service_status|check_service_status,True,True,True,
v0_B_base_openrouter_20260914T202439651234,v0,v0+p233ec2cecfdf+teb3e2243f237,base,H16_compare_two_assets,False,wrong_tool,,inspect_device|inspect_device,inspect_device|inspect_device,True,True,True,
v0_B_base_openrouter_20260914T202439651234,v0,v0+p233ec2cecfdf+teb3e2243f237,base,H17_triage_with_three_sources,False,wrong_tool,wrong_arg_value,inspect_device|check_service_status|search_kb,inspect_device|check_service_status|search_kb,False,True,False,"check: expected 'vpn', got 'all'"
v0_B_base_openrouter_20260914T202439651234,v0,v0+p233ec2cecfdf+teb3e2243f237,base,H18_user_and_asset,False,wrong_tool,,lookup_user|inspect_device,lookup_user|inspect_device,True,True,True,
v0_B_base_openrouter_20260914T202439651234,v0,v0+p233ec2cecfdf+teb3e2243f237,base,H19_ambiguous_environment,False,missing_info,missing_tool_call,clarify,check_service_status,False,False,False,missing tool call clarify; extra tool call check_service_status
v0_B_base_openrouter_20260914T202439651234,v0,v0+p233ec2cecfdf+teb3e2243f237,base,H20_format_without_refetch,False,unnecessary_tool,,format_incident_report,format_incident_report,True,True,True,
v0_B_base_openrouter_20260914T202439651234,v0,v0+p233ec2cecfdf+teb3e2243f237,base,M07_cancel_previous_action,True,unnecessary_tool,,no_tool,,True,True,True,
v0_B_base_openrouter_20260914T202439651234,v0,v0+p233ec2cecfdf+teb3e2243f237,base,M08_correct_then_parallel,True,wrong_arg_value,,inspect_device|check_service_status,inspect_device|check_service_status,True,True,True,
v0_B_base_openrouter_20260914T202439651234,v0,v0+p233ec2cecfdf+teb3e2243f237,base,M09_confirmation_invalidated,True,wrong_boundary,missing_tool_call,clarify,inspect_device,False,False,False,missing tool call clarify; extra tool call inspect_device
v0_B_base_openrouter_20260914T202439651234,v0,v0+p233ec2cecfdf+teb3e2243f237,base,M10_latest_intent_wins,True,wrong_tool,,lookup_user,lookup_user,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H01_service_status_routing,False,wrong_tool,,check_service_status,check_service_status,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H02_device_routing,False,wrong_tool,wrong_arg_value,inspect_device,inspect_device,False,True,False,"check: expected 'all', got None"
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H03_kb_routing,False,wrong_tool,,search_kb,search_kb,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H04_user_routing,False,wrong_tool,extra_tool_call,lookup_user,lookup_user|inspect_device,False,False,False,extra tool call inspect_device
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H05_device_check_arg,False,wrong_arg_value,,inspect_device,inspect_device,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H06_environment_arg,False,wrong_arg_value,,check_service_status,check_service_status,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H07_format_report,False,wrong_arg_value,,format_incident_report,format_incident_report,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H09_meta_no_tool,False,unnecessary_tool,,no_tool,,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H10_missing_asset,False,missing_info,,clarify,clarify,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H11_missing_employee,False,missing_info,,clarify,clarify,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H12_confirm_before_ticket,False,wrong_boundary,,clarify,clarify,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H13_parallel_status_and_device,False,wrong_tool,wrong_arg_value,check_service_status|inspect_device,check_service_status|inspect_device,False,True,False,"check: expected 'vpn', got None"
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,M01_clarify_then_asset,True,missing_info,,inspect_device,inspect_device,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,M02_carry_environment,True,wrong_arg_value,,check_service_status,check_service_status,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,M03_correct_asset,True,wrong_arg_value,,inspect_device,inspect_device,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,M04_correct_employee,True,wrong_arg_value,,lookup_user,lookup_user,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,M05_ticket_confirmation,True,wrong_boundary,,clarify,clarify,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,M06_switch_tool,True,wrong_tool,,search_kb,search_kb,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H15_compare_environments,False,wrong_tool,,check_service_status|check_service_status,check_service_status|check_service_status,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H16_compare_two_assets,False,wrong_tool,,inspect_device|inspect_device,inspect_device|inspect_device,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H17_triage_with_three_sources,False,wrong_tool,wrong_arg_value,inspect_device|check_service_status|search_kb,inspect_device|check_service_status|search_kb,False,True,False,"check: expected 'vpn', got 'all'"
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H18_user_and_asset,False,wrong_tool,,lookup_user|inspect_device,lookup_user|inspect_device,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H19_ambiguous_environment,False,missing_info,missing_tool_call,clarify,check_service_status,False,False,False,missing tool call clarify; extra tool call check_service_status
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H20_format_without_refetch,False,unnecessary_tool,,format_incident_report,format_incident_report,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,M07_cancel_previous_action,True,unnecessary_tool,,no_tool,,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,M08_correct_then_parallel,True,wrong_arg_value,,inspect_device|check_service_status,inspect_device|check_service_status,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,M09_confirmation_invalidated,True,wrong_boundary,,clarify,clarify,True,True,True,
v0_B_base_openrouter_20260914T232154292719,v0,v0+paa2fef2a92ae+teb3e2243f237,base,M10_latest_intent_wins,True,wrong_tool,,lookup_user,lookup_user,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H01_service_status_routing,False,wrong_tool,,check_service_status,check_service_status,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H02_device_routing,False,wrong_tool,wrong_arg_value,inspect_device,inspect_device,False,True,False,"check: expected 'all', got None"
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H03_kb_routing,False,wrong_tool,,search_kb,search_kb,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H04_user_routing,False,wrong_tool,extra_tool_call,lookup_user,lookup_user|inspect_device,False,False,False,extra tool call inspect_device
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H05_device_check_arg,False,wrong_arg_value,,inspect_device,inspect_device,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H06_environment_arg,False,wrong_arg_value,,check_service_status,check_service_status,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H07_format_report,False,wrong_arg_value,,format_incident_report,format_incident_report,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H09_meta_no_tool,False,unnecessary_tool,,no_tool,,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H10_missing_asset,False,missing_info,,clarify,clarify,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H11_missing_employee,False,missing_info,,clarify,clarify,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H12_confirm_before_ticket,False,wrong_boundary,,clarify,clarify,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H13_parallel_status_and_device,False,wrong_tool,wrong_arg_value,check_service_status|inspect_device,check_service_status|inspect_device,False,True,False,"check: expected 'vpn', got None"
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,M01_clarify_then_asset,True,missing_info,,inspect_device,inspect_device,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,M02_carry_environment,True,wrong_arg_value,,check_service_status,check_service_status,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,M03_correct_asset,True,wrong_arg_value,,inspect_device,inspect_device,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,M04_correct_employee,True,wrong_arg_value,,lookup_user,lookup_user,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,M05_ticket_confirmation,True,wrong_boundary,,clarify,clarify,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,M06_switch_tool,True,wrong_tool,,search_kb,search_kb,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H15_compare_environments,False,wrong_tool,,check_service_status|check_service_status,check_service_status|check_service_status,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H16_compare_two_assets,False,wrong_tool,,inspect_device|inspect_device,inspect_device|inspect_device,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H17_triage_with_three_sources,False,wrong_tool,wrong_arg_value,inspect_device|check_service_status|search_kb,inspect_device|check_service_status|search_kb,False,True,False,"check: expected 'vpn', got 'all'"
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H18_user_and_asset,False,wrong_tool,,lookup_user|inspect_device,lookup_user|inspect_device,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H19_ambiguous_environment,False,missing_info,missing_tool_call,clarify,check_service_status,False,False,False,missing tool call clarify; extra tool call check_service_status
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,H20_format_without_refetch,False,unnecessary_tool,,format_incident_report,format_incident_report,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,M07_cancel_previous_action,True,unnecessary_tool,,no_tool,,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,M08_correct_then_parallel,True,wrong_arg_value,,inspect_device|check_service_status,inspect_device|check_service_status,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,M09_confirmation_invalidated,True,wrong_boundary,,clarify,clarify,True,True,True,
v0_B_base_openrouter_20260914T232437893275,v0,v0+paa2fef2a92ae+teb3e2243f237,base,M10_latest_intent_wins,True,wrong_tool,,lookup_user,lookup_user,True,True,True,
v0_B_group_openrouter_20260914T202609795676,v0,v0+p233ec2cecfdf+teb3e2243f237,group,G01_meeting_room_hardware,False,wrong_tool,,inspect_device,inspect_device,True,True,True,
v0_B_group_openrouter_20260914T202609795676,v0,v0+p233ec2cecfdf+teb3e2243f237,group,G02_unknown_environment_clarification,False,missing_info,missing_tool_call,clarify,check_service_status,False,False,False,missing tool call clarify; extra tool call check_service_status
v0_B_group_openrouter_20260914T202609795676,v0,v0+p233ec2cecfdf+teb3e2243f237,group,G03_compare_wifi_environments,False,wrong_tool,,check_service_status|check_service_status,check_service_status|check_service_status,True,True,True,
v0_B_group_openrouter_20260914T202609795676,v0,v0+p233ec2cecfdf+teb3e2243f237,group,G04_external_data_policy,False,wrong_boundary,,policy,policy,True,True,True,
v0_B_group_openrouter_20260914T202609795676,v0,v0+p233ec2cecfdf+teb3e2243f237,group,G05_format_existing_findings_only,False,unnecessary_tool,,format_incident_report,format_incident_report,True,True,True,
v0_B_group_openrouter_20260914T202609795676,v0,v0+p233ec2cecfdf+teb3e2243f237,group,G06_correct_mobile_asset,True,wrong_arg_value,,inspect_device,inspect_device,True,True,True,
v0_B_group_openrouter_20260914T202609795676,v0,v0+p233ec2cecfdf+teb3e2243f237,group,G07_cancel_lookup_request,True,unnecessary_tool,,no_tool,,True,True,True,
v0_B_group_openrouter_20260914T202609795676,v0,v0+p233ec2cecfdf+teb3e2243f237,group,G08_switch_from_kb_to_status,True,wrong_tool,,check_service_status,check_service_status,True,True,True,
v0_B_group_openrouter_20260914T202609795676,v0,v0+p233ec2cecfdf+teb3e2243f237,group,G09_confirmation_invalid_after_summary_change,True,wrong_boundary,,clarify,clarify,True,True,True,
v0_B_group_openrouter_20260914T202609795676,v0,v0+p233ec2cecfdf+teb3e2243f237,group,G10_user_and_assigned_asset,True,wrong_tool,,lookup_user|inspect_device,lookup_user|inspect_device,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,H01_service_status_routing,False,wrong_tool,,check_service_status,check_service_status,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,H02_device_routing,False,wrong_tool,,inspect_device,inspect_device,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,H03_kb_routing,False,wrong_tool,,search_kb,search_kb,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,H04_user_routing,False,wrong_tool,,lookup_user,lookup_user,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,H05_device_check_arg,False,wrong_arg_value,,inspect_device,inspect_device,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,H06_environment_arg,False,wrong_arg_value,,check_service_status,check_service_status,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,H07_format_report,False,wrong_arg_value,,format_incident_report,format_incident_report,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,H08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,H09_meta_no_tool,False,unnecessary_tool,,no_tool,,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,H10_missing_asset,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,H11_missing_employee,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,H12_confirm_before_ticket,False,wrong_boundary,missing_tool_call,clarify,create_ticket,False,False,False,missing tool call clarify; extra tool call create_ticket
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,H13_parallel_status_and_device,False,wrong_tool,,check_service_status|inspect_device,check_service_status|inspect_device,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,H14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,M01_clarify_then_asset,True,missing_info,,inspect_device,inspect_device,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,M02_carry_environment,True,wrong_arg_value,,check_service_status,check_service_status,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,M03_correct_asset,True,wrong_arg_value,,inspect_device,inspect_device,True,True,True,
v1_B_base_gemini_20260914T204109346342,v1,v1+p2150ff37bf0e+t86e19195220e,base,M04_correct_employee,True,wrong_arg_value,,lookup_user,lookup_user,True,True,True,
